,Player,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
978,Giannis Antetokounmpo,6-11,222,None,Greece,2013,1,15,210.82,,,,,
979,Lucas Nogueira,7-0,220,None,Brazil,2013,1,16,213.36,,,,,
980,Dennis Schroder,6-1,172,None,Germany,2013,1,17,185.42,4.10%,8.75,10.5,8' 2'',6' 7.75''
981,Shane Larkin,5-11,175,Miami,USA,2013,1,18,180.34,3.80%,7.5,8.75,7' 5.5'',5' 10.75''
982,Sergey Karasev,6-7,208,None,Russia,2013,1,19,200.66,,,,,
983,Tony Snell,6-7,200,,USA,2013,1,20,200.66,4.85%,9,9.5,8' 9.5'',6' 11.5''
984,Gorgui Dieng,6-11,251,Louisville,Senegal,2013,1,21,210.82,5.35%,9,10,9' 3.5'',7' 3.5''
985,Mason Plumlee,6-11,255,Duke,USA,2013,1,22,210.82,6.15%,9.75,9.5,9' 0'',6' 11''
986,Solomon Hill,6-7,225,Arizona,USA,2013,1,23,200.66,7.60%,9,10.5,8' 7'',6' 9''
987,Tim Hardaway Jr.,6-6,205,Michigan,USA,2013,1,24,198.12,6.05%,8,9.25,8' 5'',6' 7''
988,Reggie Bullock,6-7,205,North Carolina,USA,2013,1,25,200.66,6.95%,8.5,9,8' 6'',6' 8.75''
989,Andre Roberson,6-7,210,Colorado,USA,2013,1,26,200.66,7.05%,8.75,9.5,8' 8.5'',6' 11''
990,Rudy Gobert,7-1,245,None,France,2013,1,27,215.9,4.40%,9.75,10,9' 7'',7' 8.5''
991,Archie Goodwin,6-5,200,Kentucky,USA,2013,1,29,195.58,4.55%,8.5,9,8' 6'',6' 9.5''
992,Otto Porter Jr.,6-8,198,Georgetown,USA,2013,1,3,203.2,,,,,
993,Nemanja Nedovic,6-3,192,None,Serbia,2013,1,30,190.5,,,,,
994,Allen Crabbe,6-6,215,California,USA,2013,2,31,198.12,4.65%,8.25,8.5,8' 7.5'',6' 11.25''
995,Alex Abrines,6-6,190,None,Spain,2013,2,32,198.12,,,,,
996,Carrick Felix,6-6,201,Arizona State,USA,2013,2,33,198.12,3.30%,8.5,9.5,8' 7.5'',6' 9.25''
997,Isaiah Canaan,6-0,201,Murray State,USA,2013,2,34,182.88,5.90%,8.25,9.5,7' 10.5'',6' 4.5''
998,Glen Rice,6-6,206,Michigan,,2013,2,35,198.12,8.45%,8.5,9,8' 5.5'',6' 9.25''
999,Ray McCallum,6-3,190,Detroit,USA,2013,2,36,190.5,7.30%,8,8.75,8' 0.5'',6' 3.25''
1000,Tony Mitchell,6-8,235,North Texas,USA,2013,2,37,203.2,5.55%,9,10,8' 10.5'',7' 2.5''
1001,Nate Wolters,6-4,190,South Dakota State,,2013,2,38,193.04,5.50%,8.25,8.75,8' 2'',6' 3.75''
1002,Jeff Withey,7-0,230,Kansas,USA,2013,2,39,213.36,8.65%,9,9.75,9' 2.5'',7' 2''
1003,Cody Zeller,7-0,240,Indiana,USA,2013,1,4,213.36,4.75%,8.5,10.5,8' 10'',6' 10.75''
1004,Grant Jerrett,6-10,232,Arizona,USA,2013,2,40,208.28,10.05%,8.5,9.25,9' 1'',7' 2''
1005,Jamaal Franklin,6-5,191,San Diego State,USA,2013,2,41,195.58,8.25%,8.5,8.25,8' 7.5'',6' 11.25''
1006,Pierre Jackson,5-10,180,Baylor,USA,2013,2,42,177.8,4.50%,7.5,8.25,7' 6'',5' 10''
1007,Ricky Ledo,6-7,195,Providence,USA,2013,2,43,200.66,10.25%,8.5,9.25,8' 6.5'',6' 7.25''
1008,Mike Muscala,6-11,240,Bucknell,USA,2013,2,44,210.82,6.80%,8.5,9,9' 0'',7' 1''
1009,Erick Green,6-4,185,Virginia Tech,USA,2013,2,46,193.04,4.35%,8.5,9,8' 2'',6' 5.75''
1010,Raul Neto,6-1,179,None,Brazil,2013,2,47,185.42,,,,,
1011,Ryan Kelly,6-11,230,Duke,USA,2013,2,48,210.82,14.75%,9,10,9' 2'',6' 11.5''
1012,Erik Murphy,6-10,230,Florida,,2013,2,49,208.28,7.95%,8.75,9.75,9' 0'',6' 10.5''
1013,Alex Len,7-1,250,Maryland,Ukraine,2013,1,5,215.9,6.40%,9,10.75,,7' 3.5''
1014,James Ennis III,6-7,210,Cal State-Long Beach,USA,2013,2,50,200.66,,,,,
1015,Lorenzo Brown,6-5,189,North Carolina State,USA,2013,2,52,195.58,3.95%,8.25,8.5,8' 4'',6' 7''
1016,Joffrey Lauvergne,6-11,260,None,France,2013,2,55,210.82,,,,,
1017,Peyton Siva,6-0,185,Louisville,USA,2013,2,56,182.88,6.05%,8,9.75,7' 9'',6' 3''
1018,Nerlens Noel,6-11,220,Kentucky,USA,2013,1,6,210.82,4.15%,9.5,10,9' 2'',7' 3.75''
1019,Ben McLemore,6-5,195,Kansas,USA,2013,1,7,195.58,5.00%,8.75,9.5,8' 4.5'',6' 7.75''
1020,Kentavious Caldwell-Pope,6-5,205,Georgia,USA,2013,1,8,195.58,6.45%,8.5,9,8' 4.5'',6' 8''
1021,Andrew Wiggins,6-8,202,Kansas,Canada,2014,1,1,203.2,,,,,
1022,Elfrid Payton,6-4,185,Louisana-Lafayette,USA,2014,1,10,193.04,5.65%,8.75,9,8' 2.5'',6' 8''
1023,Doug McDermott,6-8,219,Creighton,USA,2014,1,11,203.2,7.10%,8.75,9.75,8' 7'',6' 9.25''
1024,Dario Saric,6-10,223,None,Croatia,2014,1,12,208.28,,,,,
1025,T.J. Warren,6-8,230,North Carolina State,USA,2014,1,14,203.2,7.95%,8.75,9,8' 8'',6' 10.25''
1026,Adreian Payne,6-10,237,Michigan State,USA,2014,1,15,208.28,7.55%,9.25,9.5,9' 1'',7' 4''
1027,Jusuf Nurkic,7-0,280,None,Bosnia and He...,2014,1,16,213.36,,,,,
1028,James Young,6-6,215,Kentucky,USA,2014,1,17,198.12,5.10%,9,9.5,8' 8'',7' 0''
1029,Gary Harris,6-4,210,Michigan State,USA,2014,1,19,193.04,4.55%,8.5,9.5,8' 0'',6' 6.75''
1030,Jabari Parker,6-8,250,Duke,USA,2014,1,2,203.2,,,,,
1031,Bruno Caboclo,6-9,205,None,Brazil,2014,1,20,205.74,,,,,
1032,Mitch McGary,6-10,255,Michigan,USA,2014,1,21,208.28,,,,,
1033,Jordan Adams,6-5,209,UCLA,USA,2014,1,22,195.58,10.80%,8.5,7.5,8' 6'',6' 10''
1034,Rodney Hood,6-8,206,Duke,USA,2014,1,23,203.2,7.45%,8.5,8.5,8' 7'',6' 8.5''
1035,Shabazz Napier,6-1,175,Connecticut,USA,2014,1,24,185.42,7.35%,8.25,8.5,7' 9'',6' 3.25''
1036,Clint Capela,6-10,240,None,Switzerland,2014,1,25,208.28,,,,,
1037,PJ Hairston,6-6,230,None,USA,2014,1,26,198.12,,,,,
1038,Bogdan Bogdanovic,6-6,205,None,Serbia,2014,1,27,198.12,,,,,
1039,C.J. Wilcox,6-5,195,Washington,USA,2014,1,28,195.58,6.50%,8.75,9,8' 4.5'',6' 9.75''
1040,Josh Huestis,6-7,230,Stanford,USA,2014,1,29,200.66,,,,,
1041,Joel Embiid,7-0,250,Kansas,Cameroon,2014,1,3,213.36,,,,,
1042,Kyle Anderson,6-9,230,UCLA,USA,2014,1,30,205.74,13.35%,8.25,8.75,8' 11.5'',7' 2.75''
1043,Damien Inglis,6-8,246,None,France,2014,2,31,203.2,,,,,
1044,KJ McDaniels,6-6,205,Clemson,USA,2014,2,32,198.12,,,,,
1045,Joe Harris,6-6,219,Virginia,USA,2014,2,33,198.12,6.20%,8.5,9.75,8' 4'',6' 6''
1046,Cleanthony Early,6-8,210,Wichita State,USA,2014,2,34,203.2,4.45%,8.5,9,8' 5.5'',6' 10.75''
1047,Jarnell Stokes,6-9,263,Tennessee,USA,2014,2,35,205.74,8.20%,9.75,10.5,8' 7.5'',7' 1.25''
1048,Johnny O'Bryant III,6-9,257,Louisiana State,USA,2014,2,36,205.74,,,,,
1049,Spencer Dinwiddie,6-6,200,Colorado,USA,2014,2,38,198.12,5.35%,8.25,9,8' 7'',6' 8.25''
1050,Jerami Grant,6-9,220,Syracuse,USA,2014,2,39,205.74,3.75%,9.25,9.25,8' 11'',7' 2.75''
1051,Aaron Gordon,6-9,220,Arizona,USA,2014,1,4,205.74,5.05%,8.75,10.5,8' 9'',6' 11.75''
1052,Glenn Robinson III,6-7,215,Michigan,USA,2014,2,40,200.66,5.05%,9,9.5,8' 4.5'',6' 10''
1053,Nikola Jokic,6-10,250,None,Serbia,2014,2,41,208.28,,,,,
1054,Nick Johnson,6-3,202,Arizona,USA,2014,2,42,190.5,6.05%,8.75,9.75,8' 0.5'',6' 7.25''
1055,Edy Tavares,7-3,260,None,Cabo Verde,2014,2,43,220.98,,,,,
1056,Markel Brown,6-3,190,Oklahoma State,USA,2014,2,44,190.5,4.20%,8.25,9.75,8' 4'',6' 8.75''
1057,Dwight Powell,6-11,240,Stanford,Canada,2014,2,45,210.82,6.20%,9,9.25,8' 9'',7' 0.5''
1058,Jordan Clarkson,6-5,194,Missouri,USA,2014,2,46,195.58,4.30%,8.25,9,8' 2'',6' 8''
1059,Russ Smith,6-0,165,Louisville,USA,2014,2,47,182.88,3.50%,8.25,8.5,7' 11'',6' 3.5''
1060,Lamar Patterson,6-5,225,Pittsburgh,USA,2014,2,48,195.58,10.75%,9,9.25,8' 5'',6' 11''
1061,Cameron Bairstow,6-9,250,New Mexico,Australia,2014,2,49,205.74,8.70%,8.75,9,8' 11'',7' 0.75''
1062,Dante Exum,6-6,190,None,Australia,2014,1,5,198.12,6.40%,8.5,9.5,8' 7'',6' 9.5''
1063,Thanasis Antetokounmpo,6-7,205,None,Greece,2014,2,51,200.66,6.05%,9,9.75,8' 8.5'',7' 0''
1064,Semaj Christon,6-3,190,Xavier,USA,2014,2,55,190.5,5.25%,8.5,8.25,8' 3'',6' 6.5''
1065,Devyn Marble,6-6,200,Iowa,USA,2014,2,56,198.12,6.90%,8.25,8.5,8' 6'',6' 9''
1066,Jordan McRae,6-5,179,Tennessee,USA,2014,2,58,195.58,5.20%,8.75,8.5,8' 8'',7' 0.5''
1067,Marcus Smart,6-4,220,Oklahoma State,USA,2014,1,6,193.04,10.55%,9,8.75,8' 3'',6' 9.25''
1068,Cory Jefferson,6-9,218,Baylor,USA,2014,2,60,205.74,5.25%,8.75,9.75,8' 9'',7' 0.5''
1069,Julius Randle,6-9,250,Kentucky,USA,2014,1,7,205.74,9.40%,8.75,8.25,8' 9.5'',7' 0''
1070,Nik Stauskas,6-6,205,Michigan,Canada,2014,1,8,198.12,12.05%,8.5,8.5,8' 6'',6' 7.75''
1071,Noah Vonleh,6-9,245,Indiana,USA,2014,1,9,205.74,7.30%,9.75,11.75,9' 0'',7' 4.25''
1072,Karl-Anthony Towns,7-0,248,Kentucky,USA,2015,1,1,213.36,,,,,
1073,Justise Winslow,6-7,225,Duke,USA,2015,1,10,200.66,5.30%,8.5,9.25,8' 8.5'',6' 10.25''
1074,Myles Turner,6-11,255,Texas,USA,2015,1,11,210.82,9.30%,9.25,9.25,9' 4'',7' 4''
1075,Devin Booker,6-6,210,Kentucky,USA,2015,1,13,198.12,8.30%,8.75,9,8' 6.5'',6' 8.25''
1076,Cameron Payne,6-3,185,Murray State,USA,2015,1,14,190.5,6.30%,8.5,8.25,8' 1.5'',6' 7.25''
1077,Kelly Oubre Jr.,6-7,205,Kansas,USA,2015,1,15,200.66,,,,,
1078,Terry Rozier,6-2,190,Louisville,USA,2015,1,16,187.96,5.60%,8.25,8.5,8' 2.5'',6' 8.25''
1079,Rashad Vaughn,6-6,202,Nevada-Las Vegas,USA,2015,1,17,198.12,6.20%,8,8.5,8' 5'',6' 7''
1080,Sam Dekker,6-9,230,Wisconsin,USA,2015,1,18,205.74,7.50%,8.5,9.25,8' 10'',6' 11.5''
1081,Jerian Grant,6-4,198,Notre Dame,USA,2015,1,19,193.04,5.60%,8.25,8.5,8' 4'',6' 7.5''
1082,D'Angelo Russell,6-5,195,Ohio State,USA,2015,1,2,195.58,,,,,
1083,Delon Wright,6-5,190,Utah,USA,2015,1,20,195.58,6.60%,8,8.5,8' 5.5'',6' 7.5''
1084,Justin Anderson,6-6,230,Virginia,USA,2015,1,21,198.12,5.00%,8.5,9.5,8' 5'',6' 11.75''
1085,Bobby Portis,6-11,248,Arkansas,USA,2015,1,22,210.82,8.90%,9.5,9.25,9' 0.5'',7' 2''
1086,Rondae Hollis-Jefferson,6-7,214,Arizona,USA,2015,1,23,200.66,5.00%,8.75,9.75,8' 8'',7' 2''
1087,Jarell Martin,6-10,239,Louisiana State,USA,2015,1,25,208.28,10.10%,8.25,9.5,8' 10.5'',6' 9''
1088,Larry Nance Jr.,6-9,230,Wyoming,USA,2015,1,27,205.74,,,,,
1089,RJ Hunter,6-5,185,Georgia State,USA,2015,1,28,195.58,,,,,
1090,Chris McCullough,6-9,215,Syracuse,USA,2015,1,29,205.74,6.20%,8.75,8.75,9' 1'',7' 3.25''
1091,Jahlil Okafor,6-11,260,Duke,USA,2015,1,3,210.82,,,,,
1092,Kevon Looney,6-9,220,UCLA,USA,2015,1,30,205.74,11.90%,9.5,9.25,9' 2'',7' 3.5''
1093,Cedi Osman,6-8,215,None,Turkey,2015,2,31,203.2,,,,,
1094,Montrezl Harrell,6-8,240,Louisville,USA,2015,2,32,203.2,11.90%,9,9.75,9' 1'',7' 4.25''
1095,Jordan Mickey,6-8,235,Louisiana State,USA,2015,2,33,203.2,7.20%,8.75,9.5,8' 10'',7' 3.25''
1096,Anthony Brown,6-7,224,Stanford,USA,2015,2,34,200.66,6.10%,8.5,9,8' 8.5'',6' 11''
1097,Rakeem Christmas,6-9,250,Syracuse,USA,2015,2,36,205.74,9.60%,9.25,9,9' 2.5'',7' 5.25''
1098,Richaun Holmes,6-10,235,Bowling Green,USA,2015,2,37,208.28,8.80%,8.5,8.5,9' 0'',7' 1.5''
1099,Darrun Hilliard,6-6,220,Villanova,USA,2015,2,38,198.12,,,,,
1100,Kristaps Porzingis,7-3,240,None,Latvia,2015,1,4,220.98,,,,,
1101,Josh Richardson,6-6,200,Tennessee,USA,2015,2,40,198.12,,,,,
1102,Pat Connaughton,6-5,210,Notre Dame,USA,2015,2,41,195.58,10.20%,8.5,9.25,8' 0'',6' 8''
1103,Joe Young,6-2,185,Oregon,USA,2015,2,43,187.96,,,,,
1104,Andrew Harrison,6-6,213,Kentucky,USA,2015,2,44,198.12,5.90%,8.25,9.25,8' 4'',6' 9''
1105,Norman Powell,6-4,215,UCLA,USA,2015,2,46,193.04,6.40%,9.25,9,8' 6.5'',6' 10.75''
1106,Dakari Johnson,7-0,255,Kentucky,USA,2015,2,48,213.36,14.90%,9.25,10.5,9' 4'',7' 2''
1107,Mario Hezonja,6-8,218,None,Croatia,2015,1,5,203.2,,,,,
1108,Branden Dawson,6-6,225,Michigan State,USA,2015,2,56,198.12,5.80%,9,8.75,8' 9'',6' 11''
1109,Emmanuel Mudiay,6-5,200,None,Democratic Re...,2015,1,7,195.58,,,,,
1110,Stanley Johnson,6-7,245,Arizona,USA,2015,1,8,200.66,7.50%,9,9,8' 6'',6' 11.5''
1111,Frank Kaminsky,7-0,242,Wisconsin,USA,2015,1,9,213.36,9.40%,8.5,9.5,9' 1.5'',6' 11''
1112,Ben Simmons,6-10,230,Louisiana State,Australia,2016,1,1,208.28,,,,,
1113,Thon Maker,7-1,223,None,South Sudan,2016,1,10,215.9,6.05%,8.75,9.5,9' 2.5'',7' 3''
1114,Domantas Sabonis,6-10,252,Gonzaga,Lithuania,2016,1,11,208.28,,,,,
1115,Taurean Prince,6-8,220,Baylor,USA,2016,1,12,203.2,6.45%,9,8.5,8' 6'',6' 11.5''
1116,Georgios Papagiannis,7-1,240,None,Greece,2016,1,13,215.9,,,,,
1117,Denzel Valentine,6-6,214,Michigan State,USA,2016,1,14,198.12,9.20%,8.5,9.75,8' 6'',6' 10.75''
1118,Juancho Hernangomez,6-9,230,None,Spain,2016,1,15,205.74,,,,,
1119,Guerschon Yabusele,6-8,260,None,France,2016,1,16,203.2,,,,,
1120,Henry Ellenson,6-11,245,Marquette,USA,2016,1,18,210.82,11.20%,8.5,9.75,9' 0'',7' 2.25''
1121,Malik Beasley,6-5,196,Florida State,USA,2016,1,19,195.58,6.90%,8.5,9,8' 4.5'',6' 7''
1122,Brandon Ingram,6-9,190,Duke,USA,2016,1,2,205.74,,,,,
1123,Caris LeVert,6-7,203,Michigan,USA,2016,1,20,200.66,7.55%,8.5,9.25,8' 5'',6' 10''
1124,DeAndre' Bembry,6-6,210,None,USA,2016,1,21,198.12,,,,,
1125,Malachi Richardson,6-6,205,Syracuse,USA,2016,1,22,198.12,7.00%,8.75,10,8' 5.5'',7' 0''
1126,Ante Zizic,6-11,250,None,Croatia,2016,1,23,210.82,,,,,
1127,Timothe Luwawu-Cabarrot,6-6,205,None,France,2016,1,24,198.12,,,,,
1128,Brice Johnson,6-10,230,North Carolina,USA,2016,1,25,208.28,7.50%,9,8.25,8' 10.5'',7' 0.5''
1129,Furkan Korkmaz,6-7,190,None,Turkey,2016,1,26,200.66,,,,,
1130,Pascal Siakam,6-9,230,New Mexico State,Cameroon,2016,1,27,205.74,5.20%,9.25,10,8' 11.5'',7' 3.25''
1131,Skal Labissiere,6-10,235,Kentucky,Haiti,2016,1,28,208.28,5.70%,8.75,9,8' 9.5'',7' 2.5''
1132,Dejounte Murray,6-5,170,Washington,USA,2016,1,29,195.58,,,,,
1133,Jaylen Brown,6-7,225,California,USA,2016,1,3,200.66,5.05%,8.75,9,8' 6.5'',6' 11.75''
1134,Damian Jones,7-0,245,Vanderbilt,USA,2016,1,30,213.36,6.55%,8.75,10.5,8' 11'',7' 3.75''
1135,Deyonta Davis,6-11,237,Michigan State,USA,2016,2,31,210.82,9.70%,9,9.25,9' 0.5'',7' 2.5''
1136,Ivica Zubac,7-1,240,None,Croatia,2016,2,32,215.9,,,,,
1137,Cheick Diallo,6-9,220,Kansas,Mali,2016,2,33,205.74,5.60%,8.5,9.75,8' 11.5'',7' 4.5''
1138,Malcolm Brogdon,6-5,215,Virginia,USA,2016,2,36,195.58,5.40%,9,10.25,8' 2'',6' 10.5''
1139,Chinanu Onuaku,6-10,245,Louisville,USA,2016,2,37,208.28,8.55%,9,8,9' 0.5'',7' 2.75''
1140,Patrick McCaw,6-7,185,UNLV,USA,2016,2,38,200.66,4.70%,8.75,8.75,8' 4.5'',6' 10''
1141,Dragan Bender,7-1,225,None,Croatia,2016,1,4,215.9,,,,,
1142,Diamond Stone,6-11,255,Maryland,USA,2016,2,40,210.82,12.85%,8.5,7.75,9' 0.5'',7' 2.75''
1143,Stephen Zimmerman,7-0,240,UNLV,USA,2016,2,41,213.36,11.15%,9,9,9' 0.5'',7' 3.25''
1144,Isaiah Whitehead,6-4,213,Seton Hall,USA,2016,2,42,193.04,9.25%,8.5,8.75,8' 4'',6' 8.75''
1145,Demetrius Jackson,6-1,201,Notre Dame,USA,2016,2,45,185.42,6.50%,8.25,9,7' 9'',6' 5.5''
1146,AJ Hammons,7-0,260,Purdue,USA,2016,2,46,213.36,,,,,
1147,Jake Layman,6-9,210,Maryland,USA,2016,2,47,205.74,7.10%,8.25,9.25,8' 6'',6' 9.25''
1148,Paul Zipser,6-8,226,None,Germany,2016,2,48,203.2,,,,,
1149,Michael Gbinije,6-7,200,Syracuse,USA,2016,2,49,200.66,5.40%,8,9,8' 5'',6' 7.5''
1150,Kris Dunn,6-4,210,Providence,USA,2016,1,5,193.04,-%,-,-,8' 4'',6' 9.5''
1151,Georges Niang,6-6,231,Iowa State,USA,2016,2,50,198.12,10.05%,9.25,9.25,8' 7'',6' 10''
1152,Ben Bentil,6-9,235,Providence,Ghana,2016,2,51,205.74,9.70%,9.5,10,8' 9'',7' 1.5''
1153,Joel Bolomboy,6-9,235,Weber State,Ukraine,2016,2,52,205.74,5.15%,9,10.25,8' 7.5'',7' 1.75''
1154,Kay Felder,5-9,176,None,USA,2016,2,54,175.26,5.80%,8.25,8.5,7' 4.5'',6' 2.5''
1155,Marcus Paige,6-0,164,North Carolina,USA,2016,2,55,182.88,4.30%,7.75,8.75,8' 1'',6' 6.25''
1156,Daniel Hamilton,6-7,195,Connecticut,USA,2016,2,56,200.66,5.95%,9,8.5,8' 7.5'',6' 9''
1157,Abdel Nader,6-6,230,Iowa State,Egypt,2016,2,58,198.12,,,,,
1158,Buddy Hield,6-4,214,Oklahoma,Bahamas,2016,1,6,193.04,6.10%,8.5,9,8' 5'',6' 9.25''
1159,Jamal Murray,6-4,207,Kentucky,Canada,2016,1,7,193.04,,,,,
1160,Marquese Chriss,6-10,240,Washington,USA,2016,1,8,208.28,8.50%,9,9,8' 9'',7' 0.25''
1161,Jakob Poeltl,7-0,230,Utah,Austria,2016,1,9,213.36,5.80%,9.25,10.25,9' 3.5'',7' 2.75''
1162,Markelle Fultz,6-4,200,Washington,USA,2017,1,1,193.04,-%,-,-,,
1163,Malik Monk,6-3,200,Kentucky,USA,2017,1,11,190.5,,,,,
1164,Luke Kennard,6-5,200,Duke,USA,2017,1,12,195.58,6.60%,8,8.75,8' 2.5'',6' 5.25''
1165,Donovan Mitchell,6-3,215,Louisville,USA,2017,1,13,190.5,5.90%,8.5,9.5,8' 1'',6' 10''
1166,Bam Adebayo,6-10,255,Kentucky,USA,2017,1,14,208.28,,,,,
1167,Justin Jackson,6-8,210,North Carolina,USA,2017,1,15,203.2,,,,,
1168,Justin Patton,7-0,236,Creighton,USA,2017,1,16,213.36,7.80%,8.75,9.75,9' 3.5'',7' 3''
1169,D.J. Wilson,6-10,236,Michigan,USA,2017,1,17,208.28,6.40%,9.25,10.25,9' 1.5'',7' 3''
1170,TJ Leaf,6-10,222,UCLA,USA,2017,1,18,208.28,6.80%,8.5,9.5,8' 11'',6' 11''
1171,John Collins,6-10,235,Wake Forest,USA,2017,1,19,208.28,5.40%,9,10,8' 10.5'',6' 11.25''
1172,Lonzo Ball,6-6,190,UCLA,USA,2017,1,2,198.12,,,,,
1173,Harry Giles III,6-11,240,Duke,USA,2017,1,20,210.82,,,,,
1174,Jarrett Allen,6-11,234,Texas,USA,2017,1,22,210.82,7.40%,9.5,10.5,9' 1.5'',7' 5.25''
1175,OG Anunoby,6-8,235,Indiana,United Kingdo...,2017,1,23,203.2,6.80%,9.25,9.5,8' 11.5'',7' 2.25''
1176,Anzejs Pasecniks,7-2,229,None,Latvia,2017,1,25,218.44,,,,,
1177,Caleb Swanigan,6-8,250,Purdue,USA,2017,1,26,203.2,-%,9.5,10.25,9' 0'',7' 3''
1178,Kyle Kuzma,6-9,220,Utah,USA,2017,1,27,205.74,9.40%,8.5,9.5,8' 11.5'',7' 0.25''
1179,Derrick White,6-4,190,Colorado,USA,2017,1,29,193.04,6.20%,8.25,8.5,8' 5.5'',6' 7.5''
1180,Jayson Tatum,6-8,205,Duke,USA,2017,1,3,203.2,,,,,
1181,Josh Hart,6-5,215,Villanova,USA,2017,1,30,195.58,5.80%,8.5,9.5,8' 5'',6' 8.25''
1182,Frank Jackson,6-3,205,Duke,USA,2017,2,31,190.5,6.70%,8.25,9,8' 2'',6' 7.5''
1183,Davon Reed,6-6,210,Miami,USA,2017,2,32,198.12,6.50%,9.25,9.5,8' 6'',7' 0''
1184,Frank Mason,5-11,190,Kansas,USA,2017,2,34,180.34,,,,,
1185,Ivan Rabb,6-10,220,"University of California, Berkeley",USA,2017,2,35,208.28,6.80%,8.75,9,9' 1'',7' 1.5''
1186,Jonah Bolden,6-8,225,None,Australia,2017,2,36,203.2,,,,,
1187,Semi Ojeleye,6-6,240,Southern Methodist,USA,2017,2,37,198.12,5.50%,8.75,9.5,8' 6'',6' 9.75''
1188,Jordan Bell,6-9,224,Oregon,USA,2017,2,38,205.74,5.40%,9.25,9.5,8' 8.5'',6' 11.75''
1189,Jawun Evans,6-0,190,Oklahoma State,USA,2017,2,39,182.88,9.10%,8,7.75,7' 11'',6' 5.5''
1190,Josh Jackson,6-8,200,Kansas,USA,2017,1,4,203.2,,,,,
1191,Dwayne Bacon,6-7,221,Florida State,USA,2017,2,40,200.66,7.90%,8.75,10,8' 7.5'',6' 10''
1192,Isaiah Hartenstein,7-0,250,None,Germany,2017,2,43,213.36,,,,,
1193,Damyean Dotson,6-5,210,Houston,USA,2017,2,44,195.58,5.30%,8.5,9.25,8' 4'',6' 9''
1194,Dillon Brooks,6-6,220,Oregon,Canada,2017,2,45,198.12,7.50%,8.25,9.25,8' 4.5'',6' 6''
1195,Sterling Brown,6-5,219,Southern Methodist,USA,2017,2,46,195.58,,,,,
1196,Ike Anigbogu,6-10,262,UCLA,USA,2017,2,47,208.28,5.40%,9.5,10,9' 2.5'',7' 6.25''
1197,Sindarius Thornwell,6-5,215,South Carolina,USA,2017,2,48,195.58,7.80%,8.75,8.75,8' 7'',6' 10''
1198,De'Aaron Fox,6-3,175,Kentucky,USA,2017,1,5,190.5,,,,,
1199,Monte Morris,6-3,175,Iowa State,USA,2017,2,51,190.5,6.90%,8.25,8.75,8' 0.5'',6' 4''
1200,Edmond Sumner,6-5,188,Xavier,USA,2017,2,52,195.58,8.30%,8.25,9,8' 6.5'',6' 9''
1201,Kadeem Allen,6-3,200,Arizona,USA,2017,2,53,190.5,6.40%,8.5,8.75,8' 3.5'',6' 9.25''
1202,Alec Peters,6-9,235,Valparaiso,USA,2017,2,54,205.74,8.80%,8.75,10,8' 9'',6' 10.75''
1203,Nigel Williams-Goss,6-2,190,Gonzaga,USA,2017,2,55,187.96,5.60%,8.75,9.25,8' 3'',6' 7.25''
1204,Jabari Bird,6-6,198,California,USA,2017,2,56,198.12,,,,,
1205,Jaron Blossomgame,6-8,220,Clemson,USA,2017,2,59,203.2,5.70%,8.75,10.25,8' 8.5'',6' 10''
1206,Jonathan Isaac,6-10,210,Florida State,USA,2017,1,6,208.28,,,,,
1207,Lauri Markkanen,7-0,230,Arizona,Finland,2017,1,7,213.36,,,,,
1208,Frank Ntilikina,6-5,190,None,France,2017,1,8,195.58,,,,,
1209,Dennis Smith Jr.,6-3,195,North Carolina State,USA,2017,1,9,190.5,,,,,
1210,Deandre Ayton,6-11,250,Arizona,Bahamas,2018,1,1,210.82,,,,,
1211,Mikal Bridges,6-6,209,Villanova,USA,2018,1,10,198.12,,,,,
1212,Shai Gilgeous-Alexander,6-5,180,Kentucky,Canada,2018,1,11,195.58,3.00%,9,9,8' 8'',6' 11.5''
1213,Miles Bridges,6-6,225,Michigan State,USA,2018,1,12,198.12,5.90%,9,9.75,8' 7.5'',6' 9.5''
1214,Jerome Robinson,6-4,190,Boston College,USA,2018,1,13,193.04,6.05%,9,10,8' 2'',6' 7.25''
1215,Michael Porter Jr.,6-10,218,Missouri,USA,2018,1,14,208.28,,,,,
1216,Donte DiVincenzo,6-4,203,Villanova,USA,2018,1,17,193.04,5.00%,8.25,9,8' 1.5'',6' 6''
1217,Lonnie Walker IV,6-5,204,Miami,USA,2018,1,18,195.58,,,,,
1218,Kevin Huerter,6-7,190,Maryland,USA,2018,1,19,200.66,8.60%,8.25,8.5,8' 5.5'',6' 7.5''
1219,Marvin Bagley III,6-11,235,Duke,USA,2018,1,2,210.82,,,,,
1220,Josh Okogie,6-4,213,Georgia Institute of Technology,Nigeria,2018,1,20,193.04,5.20%,9,9.75,8' 6'',7' 0''
1221,Grayson Allen,6-4,198,Duke,USA,2018,1,21,193.04,5.55%,8.25,10,8' 1'',6' 7.25''
1222,Chandler Hutchison,6-7,210,Boise State,USA,2018,1,22,200.66,,,,,
1223,Aaron Holiday,6-0,185,UCLA,USA,2018,1,23,182.88,6.40%,8.75,8.5,8' 1'',6' 7.5''
